video_timestamp,gold,minions,Q,W,E,R,frame_path
00:03:00.6,0699,012,6,CD,Ready,Ready,extracted_frames\frame_5152
00:03:01.5,0000,010,CD,18,Ready,Ready,extracted_frames\frame_5180
00:03:02.5,0703,012,CD,9,Ready,Ready,extracted_frames\frame_5208
00:03:03.6,0703,012,CD,CD,Ready,Ready,extracted_frames\frame_5236
00:03:04.6,0703,012,Ready,Ready,Ready,Ready,extracted_frames\frame_5264
00:03:05.5,0710,012,Ready,Ready,Ready,Ready,extracted_frames\frame_5292
00:03:06.6,0712,012,Ready,CD,Ready,Ready,extracted_frames\frame_5320
00:03:07.6,0714,012,Ready,CD,Ready,Ready,extracted_frames\frame_5348
00:03:08.5,0716,012,Ready,CD,Ready,Ready,extracted_frames\frame_5376
00:03:09.5,0007,012,Ready,Ready,Ready,Ready,extracted_frames\frame_5404
00:03:10.5,0719,012,Ready,Ready,Ready,Ready,extracted_frames\frame_5432
00:03:11.5,0321,012,Ready,Ready,Ready,Ready,extracted_frames\frame_5460
00:03:12.5,0323,0012,Ready,Ready,Ready,Ready,extracted_frames\frame_5488
00:03:13.5,0327,012,Ready,CD,Ready,Ready,extracted_frames\frame_5516
00:03:14.5,0329,012,Ready,CD,Ready,Ready,extracted_frames\frame_5544
00:03:15.5,0331,012,Ready,CD,Ready,Ready,extracted_frames\frame_5572
00:03:16.5,0333,012,Ready,CD,Ready,Ready,extracted_frames\frame_5600
00:03:17.5,0335,012,Ready,CD,Ready,Ready,extracted_frames\frame_5628
00:03:18.5,0336,012,Ready,CD,Ready,Ready,extracted_frames\frame_5656
00:03:19.4,0339,012,Ready,CD,Ready,Ready,extracted_frames\frame_5684
00:03:20.4,0340,012,Ready,CD,Ready,Ready,extracted_frames\frame_5712
00:03:21.4,0342,012,Ready,CD,Ready,Ready,extracted_frames\frame_5740
00:03:22.4,0345,042,Ready,CD,Ready,Ready,extracted_frames\frame_5768
00:03:23.3,0346,012,Ready,CD,Ready,Ready,extracted_frames\frame_5796
00:03:24.3,0097,012,Ready,CD,Ready,Ready,extracted_frames\frame_5824
00:03:25.3,0100,012,Ready,CD,Ready,Ready,extracted_frames\frame_5852
00:03:26.2,0102,012,Ready,CD,Ready,Ready,extracted_frames\frame_5880
00:03:27.2,0104,012,Ready,CD,Ready,Ready,extracted_frames\frame_5908
00:03:28.2,0106,012,Ready,CD,Ready,Ready,extracted_frames\frame_5936
00:03:29.3,0108,012,Ready,CD,Ready,Ready,extracted_frames\frame_5964
00:03:30.3,0110,012,Ready,CD,Ready,Ready,extracted_frames\frame_5992
00:03:31.2,0112,012,CD,CD,Ready,Ready,extracted_frames\frame_6020
00:03:32.2,0114,012,CD,CD,Ready,Ready,extracted_frames\frame_6048
00:03:33.2,0116,012,CD,CD,Ready,Ready,extracted_frames\frame_6076
00:03:34.2,0118,012,CD,CD,Ready,Ready,extracted_frames\frame_6104
00:03:35.1,0120,012,CD,CD,Ready,Ready,extracted_frames\frame_6132
00:03:36.2,0122,012,CD,CD,Ready,Ready,extracted_frames\frame_6160
00:03:37.2,0124,012,CD,CD,Ready,Ready,extracted_frames\frame_6188
00:03:38.1,0126,012,Ready,CD,Ready,Ready,extracted_frames\frame_6216
00:03:39.2,0129,012,Ready,CD,Ready,Ready,extracted_frames\frame_6244
00:03:40.1,0131,012,Ready,CD,Ready,Ready,extracted_frames\frame_6272
00:03:41.1,0133,012,Ready,CD,Ready,Ready,extracted_frames\frame_6300
00:03:42.1,0135,012,Ready,CD,Ready,Ready,extracted_frames\frame_6328
00:03:43.1,0137,012,Ready,CD,Ready,Ready,extracted_frames\frame_6356
00:03:44.1,0139,012,Ready,CD,Ready,Ready,extracted_frames\frame_6384
00:03:45.1,0141,012,Ready,CD,Ready,Ready,extracted_frames\frame_6412
00:03:46.0,0143,012,Ready,CD,Ready,Ready,extracted_frames\frame_6440
00:03:47.0,0145,012,Ready,CD,Ready,Ready,extracted_frames\frame_6468
00:03:48.0,0147,012,Ready,CD,Ready,Ready,extracted_frames\frame_6496
00:03:49.0,0149,012,Ready,CD,Ready,Ready,extracted_frames\frame_6524
00:03:50.0,0151,012,Ready,CD,Ready,Ready,extracted_frames\frame_6552
